"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1196","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 17:31:12 GMT 2025","failed","Fri Jan 03 17:31:13 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","1087","Verify filtering by Name (Z to A)","","Fri Jan 03 17:31:00 GMT 2025","passed","Fri Jan 03 17:31:01 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","1086","Verify filtering by Price (High to Low)","","Fri Jan 03 17:31:02 GMT 2025","passed","Fri Jan 03 17:31:03 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","49","A040-User is not authenticated when updating a book","","Fri Jan 03 17:33:06 GMT 2025","passed","Fri Jan 03 17:33:06 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","151","A039-Successfully updating a book's title and author","","Fri Jan 03 17:33:06 GMT 2025","passed","Fri Jan 03 17:33:06 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","160","A033-Retrieve a list of books as a user","","Fri Jan 03 17:29:56 GMT 2025","passed","Fri Jan 03 17:29:56 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","176","A037-Admin retrieves a non-existent book","","Fri Jan 03 17:30:02 GMT 2025","passed","Fri Jan 03 17:30:02 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A037-Admin retrieves a non-existent book"
"","5538","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 17:30:25 GMT 2025","passed","Fri Jan 03 17:30:30 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","1019","Verify filtering by Price (Low to High)","","Fri Jan 03 17:31:01 GMT 2025","passed","Fri Jan 03 17:31:02 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","193","Adding book with invalid data","","Fri Jan 03 17:31:28 GMT 2025","passed","Fri Jan 03 17:31:28 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","414","A038-User retrieves a non-existent book","","Fri Jan 03 17:30:02 GMT 2025","failed","Fri Jan 03 17:30:03 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","487","A035-Admin retrieves a book by ID","","Fri Jan 03 17:30:01 GMT 2025","failed","Fri Jan 03 17:30:02 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
"","3578","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 17:31:07 GMT 2025","passed","Fri Jan 03 17:31:10 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","375","A029-Admin Adding book with missing data","","Fri Jan 03 17:29:45 GMT 2025","failed","Fri Jan 03 17:29:46 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
