"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5194","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 14:31:49 GMT 2025","passed","Fri Jan 03 14:31:54 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","4331","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 14:30:59 GMT 2025","passed","Fri Jan 03 14:31:04 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","364","A042-Successfully delete a book by ID","","Fri Jan 03 14:30:07 GMT 2025","failed","Fri Jan 03 14:30:07 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","362","A032-Insert Empty value for id","","Fri Jan 03 14:32:57 GMT 2025","failed","Fri Jan 03 14:32:58 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","164","Invalid login with admin credentials","","Fri Jan 03 14:29:56 GMT 2025","passed","Fri Jan 03 14:29:56 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","234","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 14:31:08 GMT 2025","passed","Fri Jan 03 14:31:08 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
"","4507","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 14:32:23 GMT 2025","passed","Fri Jan 03 14:32:27 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","318","A030-User Adding book with missing data","","Fri Jan 03 14:30:02 GMT 2025","failed","Fri Jan 03 14:30:02 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A030-User Adding book with missing data"
"","349","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 14:33:02 GMT 2025","failed","Fri Jan 03 14:33:02 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","67","A040-User is not authenticated when updating a book","","Fri Jan 03 14:33:24 GMT 2025","passed","Fri Jan 03 14:33:24 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","4276","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 14:32:07 GMT 2025","passed","Fri Jan 03 14:32:11 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","348","A041-Updating book with missing values","","Fri Jan 03 14:33:24 GMT 2025","failed","Fri Jan 03 14:33:24 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","1083","Verify filtering by Name (Z to A)","","Fri Jan 03 14:31:16 GMT 2025","passed","Fri Jan 03 14:31:17 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","197","A034-Retrieve a list of books as an admin","","Fri Jan 03 14:30:13 GMT 2025","passed","Fri Jan 03 14:30:13 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","299","A029-Admin Adding book with missing data","","Fri Jan 03 14:30:02 GMT 2025","failed","Fri Jan 03 14:30:03 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","219","A039-Successfully updating a book's title and author","","Fri Jan 03 14:33:24 GMT 2025","passed","Fri Jan 03 14:33:24 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4358","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 14:33:27 GMT 2025","passed","Fri Jan 03 14:33:31 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","467","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 14:30:08 GMT 2025","failed","Fri Jan 03 14:30:08 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","3863","A001-user should be able to login using Valid Credentials","","Fri Jan 03 14:32:15 GMT 2025","passed","Fri Jan 03 14:32:19 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","157","A033-Retrieve a list of books as a user","","Fri Jan 03 14:30:12 GMT 2025","passed","Fri Jan 03 14:30:13 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","370","A036-User retrieves a book by ID","","Fri Jan 03 14:30:17 GMT 2025","failed","Fri Jan 03 14:30:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","3601","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 14:31:24 GMT 2025","passed","Fri Jan 03 14:31:27 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","331","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 14:30:07 GMT 2025","failed","Fri Jan 03 14:30:08 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","287","A027-Admin successfully adds a new book","","Fri Jan 03 14:30:01 GMT 2025","passed","Fri Jan 03 14:30:02 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","182","A028-User successfully adds a new book","","Fri Jan 03 14:30:02 GMT 2025","passed","Fri Jan 03 14:30:02 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","1205","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 14:31:28 GMT 2025","failed","Fri Jan 03 14:31:30 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
