"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","351","Admin successfully adds a new book","","Fri Jan 03 09:07:51 GMT 2025","passed","Fri Jan 03 09:07:51 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin successfully adds a new book"
"","4425","Verify Add to Cart and Remove functionality directly from the dashboard","","Fri Jan 03 09:10:13 GMT 2025","passed","Fri Jan 03 09:10:18 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","3900","user should be able to login using Valid Credentials","","Fri Jan 03 09:09:40 GMT 2025","passed","Fri Jan 03 09:09:44 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","335","Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 09:10:09 GMT 2025","broken","Fri Jan 03 09:10:09 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","4243","Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 09:09:56 GMT 2025","passed","Fri Jan 03 09:10:00 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","Verify that clicking on a product image navigates to the item detail page"
"","4417","User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 09:08:49 GMT 2025","passed","Fri Jan 03 09:08:53 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","4373","user should be able to login using Valid Credentials","","Fri Jan 03 09:09:23 GMT 2025","passed","Fri Jan 03 09:09:27 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","408","User successfully adds a new book","","Fri Jan 03 09:07:51 GMT 2025","failed","Fri Jan 03 09:07:52 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User successfully adds a new book"
"","190","Admin retrieves a non-existent book","","Fri Jan 03 09:08:08 GMT 2025","passed","Fri Jan 03 09:08:08 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a non-existent book"
"","4071","Verify that clicking on an item navigates to the item detail page","","Fri Jan 03 09:09:48 GMT 2025","passed","Fri Jan 03 09:09:52 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
