"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1074","Verify filtering by Price (High to Low)","","Fri Jan 03 10:23:27 GMT 2025","passed","Fri Jan 03 10:23:28 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","8571","Verify Add to Cart and Remove functionality directly from the dashboard","","Fri Jan 03 10:24:36 GMT 2025","passed","Fri Jan 03 10:24:45 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","171","Successfully updating a book's title and author","","Fri Jan 03 10:24:57 GMT 2025","passed","Fri Jan 03 10:24:57 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","4358","User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 10:23:13 GMT 2025","passed","Fri Jan 03 10:23:17 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","130","Invalid login with admin credentials","","Fri Jan 03 10:22:11 GMT 2025","passed","Fri Jan 03 10:22:11 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","4298","user should be able to login using Valid Credentials","","Fri Jan 03 10:23:46 GMT 2025","passed","Fri Jan 03 10:23:50 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","301","Updating book with missing values","","Fri Jan 03 10:24:58 GMT 2025","failed","Fri Jan 03 10:24:58 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","5703","Verify that clicking on an item navigates to the item detail page","","Fri Jan 03 10:24:10 GMT 2025","passed","Fri Jan 03 10:24:15 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","88","User is not authenticated when updating a book","","Fri Jan 03 10:24:57 GMT 2025","passed","Fri Jan 03 10:24:58 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","User is not authenticated when updating a book"
"","5445","User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 10:22:55 GMT 2025","passed","Fri Jan 03 10:23:00 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","3415","Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 10:25:01 GMT 2025","passed","Fri Jan 03 10:25:04 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","192","Retrieve a list of books as a user","","Fri Jan 03 10:22:27 GMT 2025","passed","Fri Jan 03 10:22:27 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as a user"
"","3697","user should be able to login using Valid Credentials","","Fri Jan 03 10:24:02 GMT 2025","passed","Fri Jan 03 10:24:06 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","3749","Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 10:24:48 GMT 2025","passed","Fri Jan 03 10:24:52 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the button changes back to add to cart"
"","1090","Verify filtering by Name (Z to A)","","Fri Jan 03 10:23:25 GMT 2025","passed","Fri Jan 03 10:23:26 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","378","Admin retrieves a book by ID","","Fri Jan 03 10:22:32 GMT 2025","failed","Fri Jan 03 10:22:32 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a book by ID"
"","3710","Verify filtering by Name (A to Z)","","Fri Jan 03 10:23:21 GMT 2025","passed","Fri Jan 03 10:23:25 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","229","Adding book with invalid data","","Fri Jan 03 10:23:32 GMT 2025","passed","Fri Jan 03 10:23:32 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","157","Retrieve a list of books as an admin","","Fri Jan 03 10:22:27 GMT 2025","passed","Fri Jan 03 10:22:28 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as an admin"
"","151","Valid login with user credentials","","Fri Jan 03 10:22:10 GMT 2025","passed","Fri Jan 03 10:22:11 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","191","Admin retrieves a non-existent book","","Fri Jan 03 10:22:32 GMT 2025","passed","Fri Jan 03 10:22:33 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a non-existent book"
"","4234","User should be able to add and remove a specific item from the cart","","Fri Jan 03 10:23:54 GMT 2025","passed","Fri Jan 03 10:23:58 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","381","User retrieves a book by ID","","Fri Jan 03 10:22:32 GMT 2025","failed","Fri Jan 03 10:22:32 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a book by ID"
