"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5579","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 14:58:37 GMT 2025","passed","Fri Jan 03 14:58:43 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","193","Invalid login with admin credentials","","Fri Jan 03 14:57:52 GMT 2025","passed","Fri Jan 03 14:57:52 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","368","A036-User retrieves a book by ID","","Fri Jan 03 14:58:15 GMT 2025","failed","Fri Jan 03 14:58:15 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","461","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 14:58:04 GMT 2025","failed","Fri Jan 03 14:58:04 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","1323","A026-  Verify filtering by Price (High to Low)","","Fri Jan 03 14:59:25 GMT 2025","failed","Fri Jan 03 14:59:27 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A026-  Verify filtering by Price (High to Low)"
"","3675","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 15:01:09 GMT 2025","passed","Fri Jan 03 15:01:13 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","177","A045-Attempt to delete a book with an invalid ID format as admin","","Fri Jan 03 14:59:04 GMT 2025","passed","Fri Jan 03 14:59:04 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A045-Attempt to delete a book with an invalid ID format as admin"
"","4291","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 15:01:01 GMT 2025","passed","Fri Jan 03 15:01:05 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","5219","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process.","","Fri Jan 03 14:59:31 GMT 2025","passed","Fri Jan 03 14:59:36 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process."
"","1012","Verify filtering by Price (Low to High)","","Fri Jan 03 14:59:13 GMT 2025","passed","Fri Jan 03 14:59:14 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","202","A033-Retrieve a list of books as a user","","Fri Jan 03 14:58:09 GMT 2025","passed","Fri Jan 03 14:58:10 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","345","A038-User retrieves a non-existent book","","Fri Jan 03 14:58:15 GMT 2025","failed","Fri Jan 03 14:58:16 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","4475","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 15:00:18 GMT 2025","passed","Fri Jan 03 15:00:23 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
