"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","A033-Retrieve a list of books as a user","","Fri Jan 03 17:25:28 GMT 2025","passed","Fri Jan 03 17:25:28 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","1289","A024 - Verify filtering by Name (Z to A)","","Fri Jan 03 17:26:41 GMT 2025","failed","Fri Jan 03 17:26:43 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A024 - Verify filtering by Name (Z to A)"
"","4314","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 17:27:22 GMT 2025","passed","Fri Jan 03 17:27:26 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","358","A038-User retrieves a non-existent book","","Fri Jan 03 17:25:34 GMT 2025","failed","Fri Jan 03 17:25:34 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","1408","A019-Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 17:28:34 GMT 2025","passed","Fri Jan 03 17:28:35 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A019-Add item to cart and then remove it to test if the item is removed from cart"
"","5523","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,","","Fri Jan 03 17:27:47 GMT 2025","passed","Fri Jan 03 17:27:52 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,"
"","4039","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 17:28:05 GMT 2025","passed","Fri Jan 03 17:28:09 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","141","A045-Attempt to delete a book with an invalid ID format as admin","","Fri Jan 03 17:26:22 GMT 2025","passed","Fri Jan 03 17:26:22 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A045-Attempt to delete a book with an invalid ID format as admin"
"","324","A027-Admin successfully adds a new book","","Fri Jan 03 17:25:17 GMT 2025","passed","Fri Jan 03 17:25:17 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","1006","Verify filtering by Price (Low to High)","","Fri Jan 03 17:26:31 GMT 2025","passed","Fri Jan 03 17:26:32 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","4372","A008-user should be able to login using Valid Credentials","","Fri Jan 03 17:27:13 GMT 2025","passed","Fri Jan 03 17:27:17 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","331","A029-Admin Adding book with missing data","","Fri Jan 03 17:25:18 GMT 2025","failed","Fri Jan 03 17:25:18 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","4579","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 17:27:38 GMT 2025","passed","Fri Jan 03 17:27:43 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","316","A032-Insert Empty value for id","","Fri Jan 03 17:28:13 GMT 2025","failed","Fri Jan 03 17:28:13 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","3843","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 17:26:38 GMT 2025","passed","Fri Jan 03 17:26:41 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","260","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 17:26:22 GMT 2025","passed","Fri Jan 03 17:26:23 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
"","4352","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 17:26:14 GMT 2025","passed","Fri Jan 03 17:26:18 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","103","A040-User is not authenticated when updating a book","","Fri Jan 03 17:28:39 GMT 2025","passed","Fri Jan 03 17:28:39 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","189","A039-Successfully updating a book's title and author","","Fri Jan 03 17:28:39 GMT 2025","passed","Fri Jan 03 17:28:39 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","5539","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 17:25:56 GMT 2025","passed","Fri Jan 03 17:26:01 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","181","A034-Retrieve a list of books as an admin","","Fri Jan 03 17:25:28 GMT 2025","passed","Fri Jan 03 17:25:28 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
