"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3761","user should be able to login using Valid Credentials","","Thu Jan 02 21:13:06 GMT 2025","passed","Thu Jan 02 21:13:10 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","402","Retrieve all books using GET request","","Thu Jan 02 21:11:28 GMT 2025","broken","Thu Jan 02 21:11:28 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","5283","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Thu Jan 02 21:12:40 GMT 2025","passed","Thu Jan 02 21:12:45 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","367","Insert Integer value for author when inserting new book using POST request","","Thu Jan 02 21:13:39 GMT 2025","broken","Thu Jan 02 21:13:39 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","338","Successfully delete a book by ID","","Thu Jan 02 21:11:22 GMT 2025","broken","Thu Jan 02 21:11:23 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","1015","Verify filtering by Price (Low to High)","","Thu Jan 02 21:12:30 GMT 2025","passed","Thu Jan 02 21:12:31 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","472","Admin successfully adds a new book","","Thu Jan 02 21:11:16 GMT 2025","passed","Thu Jan 02 21:11:17 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin successfully adds a new book"
"","377","Insert Integer value for title when inserting new book using POST request","","Thu Jan 02 21:13:38 GMT 2025","broken","Thu Jan 02 21:13:38 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for title when inserting new book using POST request"
"","3697","Verify filtering by Name (A to Z)","","Thu Jan 02 21:12:25 GMT 2025","passed","Thu Jan 02 21:12:29 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","4346","Verify Add to Cart and Remove functionality directly from the dashboard","","Thu Jan 02 21:13:43 GMT 2025","passed","Thu Jan 02 21:13:47 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
