"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3644","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 13:39:52 GMT 2025","passed","Fri Jan 03 13:39:56 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","355","A027-Admin successfully adds a new book","","Fri Jan 03 13:37:26 GMT 2025","passed","Fri Jan 03 13:37:26 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","339","A028-User successfully adds a new book","","Fri Jan 03 13:37:26 GMT 2025","failed","Fri Jan 03 13:37:27 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","3981","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 13:39:27 GMT 2025","passed","Fri Jan 03 13:39:31 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","4371","A017-Add item to cart and verify in cart page","","Fri Jan 03 13:37:56 GMT 2025","passed","Fri Jan 03 13:38:00 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","4867","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 13:37:47 GMT 2025","passed","Fri Jan 03 13:37:52 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","176","Adding book with invalid data","","Fri Jan 03 13:38:41 GMT 2025","passed","Fri Jan 03 13:38:42 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","4155","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 13:40:05 GMT 2025","passed","Fri Jan 03 13:40:09 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","158","A033-Retrieve a list of books as a user","","Fri Jan 03 13:37:37 GMT 2025","passed","Fri Jan 03 13:37:37 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","331","Valid login with user credentials","","Fri Jan 03 13:37:20 GMT 2025","passed","Fri Jan 03 13:37:21 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","4219","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 13:39:44 GMT 2025","passed","Fri Jan 03 13:39:48 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","3681","A009-Verify filtering by Name (A to Z)","","Fri Jan 03 13:38:31 GMT 2025","passed","Fri Jan 03 13:38:34 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A009-Verify filtering by Name (A to Z)"
"","1107","Verify filtering by Name (Z to A)","","Fri Jan 03 13:38:34 GMT 2025","passed","Fri Jan 03 13:38:36 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","1352","A019-Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 13:39:56 GMT 2025","passed","Fri Jan 03 13:39:57 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A019-Add item to cart and then remove it to test if the item is removed from cart"
"","342","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 13:37:32 GMT 2025","failed","Fri Jan 03 13:37:32 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","392","A035-Admin retrieves a book by ID","","Fri Jan 03 13:37:41 GMT 2025","failed","Fri Jan 03 13:37:42 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
"","4334","A008-user should be able to login using Valid Credentials","","Fri Jan 03 13:38:55 GMT 2025","passed","Fri Jan 03 13:38:59 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","555","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 13:37:32 GMT 2025","failed","Fri Jan 03 13:37:33 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","4261","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 13:39:03 GMT 2025","passed","Fri Jan 03 13:39:07 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","4444","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 13:38:22 GMT 2025","passed","Fri Jan 03 13:38:27 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","438","A041-Updating book with missing values","","Fri Jan 03 13:40:01 GMT 2025","failed","Fri Jan 03 13:40:02 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","406","A032-Insert Empty value for id","","Fri Jan 03 13:39:35 GMT 2025","failed","Fri Jan 03 13:39:36 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
