"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","328","Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 09:19:56 GMT 2025","failed","Fri Jan 03 09:19:56 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","Insert Integer value for author when inserting new book using POST request"
"","513","Attempt to delete a book without proper authorization","","Fri Jan 03 09:17:47 GMT 2025","failed","Fri Jan 03 09:17:48 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","4237","Verify Add to Cart and Remove functionality directly from the dashboard","","Fri Jan 03 09:20:00 GMT 2025","passed","Fri Jan 03 09:20:04 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","369","Admin Adding book with missing data","","Fri Jan 03 09:17:42 GMT 2025","failed","Fri Jan 03 09:17:42 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin Adding book with missing data"
"","347","Valid login with user credentials","","Fri Jan 03 09:17:36 GMT 2025","passed","Fri Jan 03 09:17:36 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","3557","Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 09:20:08 GMT 2025","passed","Fri Jan 03 09:20:12 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the button changes back to add to cart"
"","179","User successfully adds a new book","","Fri Jan 03 09:17:42 GMT 2025","passed","Fri Jan 03 09:17:42 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User successfully adds a new book"
"","1402","Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 09:20:12 GMT 2025","passed","Fri Jan 03 09:20:13 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the item is removed from cart"
"","176","Admin retrieves a book by ID","","Fri Jan 03 09:17:57 GMT 2025","passed","Fri Jan 03 09:17:57 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a book by ID"
"","1096","Verify filtering by Name (Z to A)","","Fri Jan 03 09:18:51 GMT 2025","passed","Fri Jan 03 09:18:52 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","4214","User should be able to add and remove a specific item from the cart","","Fri Jan 03 09:19:20 GMT 2025","passed","Fri Jan 03 09:19:24 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","4331","User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 09:18:38 GMT 2025","passed","Fri Jan 03 09:18:43 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","317","Updating book with missing values","","Fri Jan 03 09:20:17 GMT 2025","failed","Fri Jan 03 09:20:18 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
