"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","180","Successfully updating a book's title and author","","Fri Jan 03 10:17:22 GMT 2025","passed","Fri Jan 03 10:17:22 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","5446","User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 10:15:24 GMT 2025","passed","Fri Jan 03 10:15:30 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","4360","user should be able to login using Valid Credentials","","Fri Jan 03 10:16:15 GMT 2025","passed","Fri Jan 03 10:16:20 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","177","Retrieve a list of books as an admin","","Fri Jan 03 10:14:57 GMT 2025","passed","Fri Jan 03 10:14:58 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as an admin"
"","414","Updating book with missing values","","Fri Jan 03 10:17:22 GMT 2025","failed","Fri Jan 03 10:17:23 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","4071","Verify that clicking on an item navigates to the item detail page","","Fri Jan 03 10:16:40 GMT 2025","passed","Fri Jan 03 10:16:44 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","435","User Adding book with missing data","","Fri Jan 03 10:14:47 GMT 2025","failed","Fri Jan 03 10:14:47 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User Adding book with missing data"
"","397","Admin Adding book with missing data","","Fri Jan 03 10:14:47 GMT 2025","failed","Fri Jan 03 10:14:48 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin Adding book with missing data"
"","4481","Add item to cart and verify in cart page","","Fri Jan 03 10:15:16 GMT 2025","passed","Fri Jan 03 10:15:20 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","4303","Verify Add to Cart and Remove functionality directly from the dashboard","","Fri Jan 03 10:17:05 GMT 2025","passed","Fri Jan 03 10:17:09 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","146","Invalid login with admin credentials","","Fri Jan 03 10:14:40 GMT 2025","passed","Fri Jan 03 10:14:40 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","1025","Verify filtering by Price (Low to High)","","Fri Jan 03 10:15:56 GMT 2025","passed","Fri Jan 03 10:15:57 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","332","Admin successfully adds a new book","","Fri Jan 03 10:14:46 GMT 2025","passed","Fri Jan 03 10:14:46 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin successfully adds a new book"
"","383","User retrieves a non-existent book","","Fri Jan 03 10:15:03 GMT 2025","failed","Fri Jan 03 10:15:03 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a non-existent book"
"","369","Successfully delete a book by ID","","Fri Jan 03 10:14:52 GMT 2025","failed","Fri Jan 03 10:14:52 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","3770","Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 10:17:13 GMT 2025","passed","Fri Jan 03 10:17:17 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the button changes back to add to cart"
"","407","User successfully adds a new book","","Fri Jan 03 10:14:47 GMT 2025","failed","Fri Jan 03 10:14:47 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User successfully adds a new book"
"","560","Attempt to delete a book without proper authorization","","Fri Jan 03 10:14:53 GMT 2025","failed","Fri Jan 03 10:14:53 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","169","Admin retrieves a non-existent book","","Fri Jan 03 10:15:02 GMT 2025","passed","Fri Jan 03 10:15:03 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a non-existent book"
"","1366","Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 10:17:17 GMT 2025","passed","Fri Jan 03 10:17:18 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the item is removed from cart"
"","4399","User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 10:15:42 GMT 2025","passed","Fri Jan 03 10:15:47 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","4329","Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 10:17:26 GMT 2025","passed","Fri Jan 03 10:17:30 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","452","Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 10:17:00 GMT 2025","failed","Fri Jan 03 10:17:01 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","Insert Integer value for author when inserting new book using POST request"
"","163","Retrieve a list of books as a user","","Fri Jan 03 10:14:57 GMT 2025","passed","Fri Jan 03 10:14:57 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as a user"
"","70","User is not authenticated when updating a book","","Fri Jan 03 10:17:22 GMT 2025","passed","Fri Jan 03 10:17:22 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","User is not authenticated when updating a book"
