"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","394","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 17:17:24 GMT 2025","failed","Fri Jan 03 17:17:25 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","3603","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 17:15:47 GMT 2025","passed","Fri Jan 03 17:15:50 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","154","Adding book with invalid data","","Fri Jan 03 17:16:07 GMT 2025","passed","Fri Jan 03 17:16:07 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","1016","Verify filtering by Price (Low to High)","","Fri Jan 03 17:15:40 GMT 2025","passed","Fri Jan 03 17:15:41 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","55","A040-User is not authenticated when updating a book","","Fri Jan 03 17:17:46 GMT 2025","passed","Fri Jan 03 17:17:46 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","5145","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 17:16:12 GMT 2025","passed","Fri Jan 03 17:16:17 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","4123","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page","","Fri Jan 03 17:17:04 GMT 2025","passed","Fri Jan 03 17:17:08 GMT 2025","","Navigates to the item details page","Navigates to the item details page","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page"
"","4505","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 17:16:46 GMT 2025","passed","Fri Jan 03 17:16:50 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","1337","A026-  Verify filtering by Price (High to Low)","","Fri Jan 03 17:15:53 GMT 2025","failed","Fri Jan 03 17:15:54 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A026-  Verify filtering by Price (High to Low)"
"","153","A039-Successfully updating a book's title and author","","Fri Jan 03 17:17:46 GMT 2025","passed","Fri Jan 03 17:17:46 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4410","A013-user should be able to login using Valid Credentials","","Fri Jan 03 17:15:14 GMT 2025","passed","Fri Jan 03 17:15:19 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","1269","A024 - Verify filtering by Name (Z to A)","","Fri Jan 03 17:15:50 GMT 2025","failed","Fri Jan 03 17:15:52 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A024 - Verify filtering by Name (Z to A)"
"","192","A034-Retrieve a list of books as an admin","","Fri Jan 03 17:14:36 GMT 2025","passed","Fri Jan 03 17:14:37 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","5619","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 17:15:05 GMT 2025","passed","Fri Jan 03 17:15:10 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","3622","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 17:17:37 GMT 2025","passed","Fri Jan 03 17:17:40 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","3986","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 17:17:50 GMT 2025","passed","Fri Jan 03 17:17:54 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","4745","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 17:14:46 GMT 2025","passed","Fri Jan 03 17:14:51 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","259","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 17:15:31 GMT 2025","passed","Fri Jan 03 17:15:32 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
"","5571","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process.","","Fri Jan 03 17:16:02 GMT 2025","passed","Fri Jan 03 17:16:08 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process."
"","344","A036-User retrieves a book by ID","","Fri Jan 03 17:14:41 GMT 2025","failed","Fri Jan 03 17:14:41 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","393","A038-User retrieves a non-existent book","","Fri Jan 03 17:14:42 GMT 2025","failed","Fri Jan 03 17:14:42 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","299","Valid login with user credentials","","Fri Jan 03 17:14:20 GMT 2025","passed","Fri Jan 03 17:14:20 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","144","Invalid login with admin credentials","","Fri Jan 03 17:14:20 GMT 2025","passed","Fri Jan 03 17:14:20 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","483","A041-Updating book with missing values","","Fri Jan 03 17:17:46 GMT 2025","failed","Fri Jan 03 17:17:46 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","4213","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 17:16:30 GMT 2025","passed","Fri Jan 03 17:16:34 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","4600","A017-Add item to cart and verify in cart page","","Fri Jan 03 17:14:56 GMT 2025","passed","Fri Jan 03 17:15:00 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","162","A045-Attempt to delete a book with an invalid ID format as admin","","Fri Jan 03 17:15:31 GMT 2025","passed","Fri Jan 03 17:15:31 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A045-Attempt to delete a book with an invalid ID format as admin"
"","474","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 17:14:32 GMT 2025","failed","Fri Jan 03 17:14:32 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","337","A030-User Adding book with missing data","","Fri Jan 03 17:14:26 GMT 2025","failed","Fri Jan 03 17:14:26 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A030-User Adding book with missing data"
