"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4129","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 13:18:47 GMT 2025","passed","Fri Jan 03 13:18:51 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","78","A040-User is not authenticated when updating a book","","Fri Jan 03 13:19:27 GMT 2025","passed","Fri Jan 03 13:19:27 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","5458","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 13:17:24 GMT 2025","passed","Fri Jan 03 13:17:30 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","4240","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 13:19:09 GMT 2025","passed","Fri Jan 03 13:19:14 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","4830","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 13:17:03 GMT 2025","passed","Fri Jan 03 13:17:08 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","388","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 13:16:47 GMT 2025","failed","Fri Jan 03 13:16:48 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","121","Invalid login with admin credentials","","Fri Jan 03 13:17:20 GMT 2025","passed","Fri Jan 03 13:17:21 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","385","A028-User successfully adds a new book","","Fri Jan 03 13:19:04 GMT 2025","failed","Fri Jan 03 13:19:05 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","334","A038-User retrieves a non-existent book","","Fri Jan 03 13:16:58 GMT 2025","failed","Fri Jan 03 13:16:59 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","432","A032-Insert Empty value for id","","Fri Jan 03 13:18:55 GMT 2025","failed","Fri Jan 03 13:18:56 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","3821","A001-user should be able to login using Valid Credentials","","Fri Jan 03 13:18:32 GMT 2025","passed","Fri Jan 03 13:18:36 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","413","A039-Successfully updating a book's title and author","","Fri Jan 03 13:19:26 GMT 2025","failed","Fri Jan 03 13:19:27 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4033","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 13:19:31 GMT 2025","passed","Fri Jan 03 13:19:35 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
