"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1189","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 16:01:11 GMT 2025","failed","Fri Jan 03 16:01:12 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","3606","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 16:01:06 GMT 2025","passed","Fri Jan 03 16:01:10 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","5213","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 16:01:31 GMT 2025","passed","Fri Jan 03 16:01:37 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","1354","A026-  Verify filtering by Price (High to Low)","","Fri Jan 03 16:01:12 GMT 2025","failed","Fri Jan 03 16:01:14 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A026-  Verify filtering by Price (High to Low)"
"","4338","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 16:02:48 GMT 2025","passed","Fri Jan 03 16:02:53 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","1012","Verify filtering by Price (Low to High)","","Fri Jan 03 16:01:00 GMT 2025","passed","Fri Jan 03 16:01:01 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","4371","A013-user should be able to login using Valid Credentials","","Fri Jan 03 16:00:34 GMT 2025","passed","Fri Jan 03 16:00:38 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","5426","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 16:00:24 GMT 2025","passed","Fri Jan 03 16:00:30 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","188","A034-Retrieve a list of books as an admin","","Fri Jan 03 15:59:57 GMT 2025","passed","Fri Jan 03 15:59:57 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","444","A029-Admin Adding book with missing data","","Fri Jan 03 15:59:46 GMT 2025","failed","Fri Jan 03 15:59:47 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
