"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","320","Updating book with missing values","","Thu Jan 02 21:33:40 GMT 2025","failed","Thu Jan 02 21:33:40 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","3969","Verify that clicking on an item navigates to the item detail page","","Thu Jan 02 21:32:58 GMT 2025","passed","Thu Jan 02 21:33:02 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","386","Insert Empty value for id","","Thu Jan 02 21:33:14 GMT 2025","failed","Thu Jan 02 21:33:14 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","5228","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Thu Jan 02 21:32:24 GMT 2025","passed","Thu Jan 02 21:32:30 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","3757","Verify filtering by Name (A to Z)","","Thu Jan 02 21:32:09 GMT 2025","passed","Thu Jan 02 21:32:13 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","4447","Add item to cart and verify in cart page","","Thu Jan 02 21:31:34 GMT 2025","passed","Thu Jan 02 21:31:38 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","4230","Verify the ""Back to products"" option on the item's new page","","Thu Jan 02 21:33:42 GMT 2025","passed","Thu Jan 02 21:33:47 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","366","Insert Integer value for title when inserting new book using POST request","","Thu Jan 02 21:33:18 GMT 2025","broken","Thu Jan 02 21:33:18 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for title when inserting new book using POST request"
"","5642","User cancels checkout and is redirected to the inventory dashboard","","Thu Jan 02 21:31:42 GMT 2025","passed","Thu Jan 02 21:31:48 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","4369","User should be able to add and remove a specific item from the cart","","Thu Jan 02 21:32:42 GMT 2025","passed","Thu Jan 02 21:32:46 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","434","Retrieve all books using GET request","","Thu Jan 02 21:31:15 GMT 2025","broken","Thu Jan 02 21:31:16 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","1031","Verify filtering by Price (Low to High)","","Thu Jan 02 21:32:14 GMT 2025","passed","Thu Jan 02 21:32:15 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","3794","user should be able to login using Valid Credentials","","Thu Jan 02 21:32:50 GMT 2025","passed","Thu Jan 02 21:32:54 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","270","Adding book with invalid data","","Thu Jan 02 21:32:20 GMT 2025","passed","Thu Jan 02 21:32:20 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","322","Successfully retrieve a book by valid ID","","Thu Jan 02 21:31:20 GMT 2025","failed","Thu Jan 02 21:31:21 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Successfully retrieve a book by valid ID"
"","1108","Verify filtering by Name (Z to A)","","Thu Jan 02 21:32:13 GMT 2025","passed","Thu Jan 02 21:32:14 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","221","Attempt to retrieve a book with an invalid ID","","Thu Jan 02 21:31:21 GMT 2025","passed","Thu Jan 02 21:31:21 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Attempt to retrieve a book with an invalid ID"
"","446","Adding book with missing data","","Thu Jan 02 21:31:05 GMT 2025","failed","Thu Jan 02 21:31:05 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Adding book with missing data"
"","359","Insert Integer value for author when inserting new book using POST request","","Thu Jan 02 21:33:18 GMT 2025","broken","Thu Jan 02 21:33:19 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","138","Invalid login with admin credentials","","Thu Jan 02 21:30:59 GMT 2025","passed","Thu Jan 02 21:31:00 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
