"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4228","Add item to cart and then remove it","","Thu Jan 02 18:07:57 GMT 2025","broken","Thu Jan 02 18:08:01 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it"
"","458","Retrieve all books using GET request","","Thu Jan 02 18:05:42 GMT 2025","broken","Thu Jan 02 18:05:42 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","361","Successfully adding a new book","","Thu Jan 02 18:05:30 GMT 2025","passed","Thu Jan 02 18:05:31 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Successfully adding a new book"
"","1022","Verify filtering by Price (Low to High)","","Thu Jan 02 18:06:40 GMT 2025","passed","Thu Jan 02 18:06:41 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","3521","Verify filtering by Name (A to Z)","","Thu Jan 02 18:06:35 GMT 2025","passed","Thu Jan 02 18:06:39 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","377","Adding book with missing data","","Thu Jan 02 18:05:31 GMT 2025","failed","Thu Jan 02 18:05:31 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Adding book with missing data"
"","1100","Verify filtering by Name (Z to A)","","Thu Jan 02 18:06:39 GMT 2025","passed","Thu Jan 02 18:06:40 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","424","Insert Integer value for title when inserting new book using POST request","","Thu Jan 02 18:07:44 GMT 2025","broken","Thu Jan 02 18:07:44 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for title when inserting new book using POST request"
"","4326","Add item to cart and verify in cart page","","Thu Jan 02 18:06:00 GMT 2025","broken","Thu Jan 02 18:06:04 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","335","Successfully delete a book by ID","","Thu Jan 02 18:05:35 GMT 2025","broken","Thu Jan 02 18:05:36 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","3983","Verify that clicking on a product image navigates to the item detail page","","Thu Jan 02 18:07:32 GMT 2025","broken","Thu Jan 02 18:07:36 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","Verify that clicking on a product image navigates to the item detail page"
"","5427","User cancels checkout and is redirected to the inventory dashboard","","Thu Jan 02 18:06:08 GMT 2025","broken","Thu Jan 02 18:06:14 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","4314","user should be able to login using Valid Credentials","","Thu Jan 02 18:06:59 GMT 2025","passed","Thu Jan 02 18:07:04 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","4221","Verify Add to Cart and Remove functionality directly from the dashboard","","Thu Jan 02 18:07:49 GMT 2025","passed","Thu Jan 02 18:07:53 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","1093","Verify filtering by Price (High to Low)","","Thu Jan 02 18:06:41 GMT 2025","passed","Thu Jan 02 18:06:42 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","3790","user should be able to login using Valid Credentials","","Thu Jan 02 18:07:16 GMT 2025","passed","Thu Jan 02 18:07:20 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","4284","User should be able to add and remove a specific item from the cart","","Thu Jan 02 18:07:08 GMT 2025","passed","Thu Jan 02 18:07:12 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","4083","Verify that clicking on an item navigates to the item detail page","","Thu Jan 02 18:07:24 GMT 2025","passed","Thu Jan 02 18:07:28 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","175","Adding book with invalid data","","Thu Jan 02 18:06:46 GMT 2025","passed","Thu Jan 02 18:06:46 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","5355","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Thu Jan 02 18:06:50 GMT 2025","passed","Thu Jan 02 18:06:55 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","221","Invalid login with admin credentials","","Thu Jan 02 18:05:25 GMT 2025","passed","Thu Jan 02 18:05:26 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","368","Insert Empty value for id","","Thu Jan 02 18:07:40 GMT 2025","failed","Thu Jan 02 18:07:40 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","159","Attempt to retrieve a book with an invalid ID","","Thu Jan 02 18:05:47 GMT 2025","passed","Thu Jan 02 18:05:47 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Attempt to retrieve a book with an invalid ID"
"","268","Valid login with user credentials","","Thu Jan 02 18:05:25 GMT 2025","passed","Thu Jan 02 18:05:25 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","452","Attempt to delete a book without proper authorization","","Thu Jan 02 18:05:36 GMT 2025","broken","Thu Jan 02 18:05:37 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","403","Successfully updating a book's title and author","","Thu Jan 02 18:08:05 GMT 2025","failed","Thu Jan 02 18:08:06 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","4023","Verify the ""Back to products"" option on the item's new page","","Thu Jan 02 18:08:10 GMT 2025","broken","Thu Jan 02 18:08:14 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","358","Updating book with missing values","","Thu Jan 02 18:08:06 GMT 2025","failed","Thu Jan 02 18:08:06 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","4259","User should be able to log in using valid credentials and add an item to the cart","","Thu Jan 02 18:06:27 GMT 2025","passed","Thu Jan 02 18:06:31 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","400","Insert Integer value for author when inserting new book using POST request","","Thu Jan 02 18:07:45 GMT 2025","broken","Thu Jan 02 18:07:45 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","375","Successfully retrieve a book by valid ID","","Thu Jan 02 18:05:46 GMT 2025","failed","Thu Jan 02 18:05:47 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Successfully retrieve a book by valid ID"
"","348","Attempt to delete a book with a non-existence ID","","Thu Jan 02 18:05:36 GMT 2025","broken","Thu Jan 02 18:05:36 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book with a non-existence ID"
