"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1021","Verify filtering by Price (Low to High)","","Fri Jan 03 10:31:39 GMT 2025","passed","Fri Jan 03 10:31:40 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","437","Attempt to delete a book without proper authorization","","Fri Jan 03 10:30:36 GMT 2025","failed","Fri Jan 03 10:30:36 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","4232","user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 10:32:47 GMT 2025","passed","Fri Jan 03 10:32:52 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","155","Admin retrieves a non-existent book","","Fri Jan 03 10:30:45 GMT 2025","passed","Fri Jan 03 10:30:45 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a non-existent book"
"","333","User retrieves a book by ID","","Fri Jan 03 10:30:45 GMT 2025","failed","Fri Jan 03 10:30:45 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a book by ID"
"","164","Admin retrieves a book by ID","","Fri Jan 03 10:30:45 GMT 2025","passed","Fri Jan 03 10:30:45 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a book by ID"
"","155","Retrieve a list of books as a user","","Fri Jan 03 10:30:40 GMT 2025","passed","Fri Jan 03 10:30:41 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as a user"
"","144","Invalid login with admin credentials","","Fri Jan 03 10:30:25 GMT 2025","passed","Fri Jan 03 10:30:25 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","369","Successfully updating a book's title and author","","Fri Jan 03 10:33:04 GMT 2025","failed","Fri Jan 03 10:33:05 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","5883","User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 10:31:07 GMT 2025","passed","Fri Jan 03 10:31:13 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","4025","User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page","","Fri Jan 03 10:32:23 GMT 2025","passed","Fri Jan 03 10:32:27 GMT 2025","","Navigates to the item details page","Navigates to the item details page","User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page"
"","4076","Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 10:32:31 GMT 2025","passed","Fri Jan 03 10:32:35 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","Verify that clicking on a product image navigates to the item detail page"
"","4419","Add item to cart and verify in cart page","","Fri Jan 03 10:30:59 GMT 2025","passed","Fri Jan 03 10:31:03 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","4271","User should be able to add and remove a specific item from the cart","","Fri Jan 03 10:32:07 GMT 2025","passed","Fri Jan 03 10:32:11 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","5270","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 10:31:49 GMT 2025","passed","Fri Jan 03 10:31:55 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","354","Admin Adding book with missing data","","Fri Jan 03 10:30:30 GMT 2025","failed","Fri Jan 03 10:30:31 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin Adding book with missing data"
"","4286","user should be able to login using Valid Credentials","","Fri Jan 03 10:31:59 GMT 2025","passed","Fri Jan 03 10:32:03 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","524","Admin successfully adds a new book","","Fri Jan 03 10:30:29 GMT 2025","failed","Fri Jan 03 10:30:30 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin successfully adds a new book"
"","386","User retrieves a non-existent book","","Fri Jan 03 10:30:45 GMT 2025","failed","Fri Jan 03 10:30:46 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a non-existent book"
"","4075","Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 10:33:09 GMT 2025","passed","Fri Jan 03 10:33:13 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","317","Insert Empty value for id","","Fri Jan 03 10:32:39 GMT 2025","failed","Fri Jan 03 10:32:39 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","1033","Verify filtering by Price (High to Low)","","Fri Jan 03 10:31:40 GMT 2025","passed","Fri Jan 03 10:31:41 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","189","Retrieve a list of books as an admin","","Fri Jan 03 10:30:41 GMT 2025","passed","Fri Jan 03 10:30:41 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as an admin"
"","93","User is not authenticated when updating a book","","Fri Jan 03 10:33:05 GMT 2025","passed","Fri Jan 03 10:33:05 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","User is not authenticated when updating a book"
"","1329","Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 10:32:59 GMT 2025","passed","Fri Jan 03 10:33:01 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the item is removed from cart"
"","186","User successfully adds a new book","","Fri Jan 03 10:30:30 GMT 2025","passed","Fri Jan 03 10:30:30 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User successfully adds a new book"
"","203","Adding book with invalid data","","Fri Jan 03 10:31:45 GMT 2025","passed","Fri Jan 03 10:31:45 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","338","Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 10:32:43 GMT 2025","failed","Fri Jan 03 10:32:43 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","Insert Integer value for author when inserting new book using POST request"
"","3788","Verify filtering by Name (A to Z)","","Fri Jan 03 10:31:34 GMT 2025","passed","Fri Jan 03 10:31:38 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","332","User Adding book with missing data","","Fri Jan 03 10:30:30 GMT 2025","failed","Fri Jan 03 10:30:30 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User Adding book with missing data"
"","4808","user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 10:30:50 GMT 2025","passed","Fri Jan 03 10:30:54 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","3829","user should be able to login using Valid Credentials","","Fri Jan 03 10:32:15 GMT 2025","passed","Fri Jan 03 10:32:19 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","365","Updating book with missing values","","Fri Jan 03 10:33:05 GMT 2025","failed","Fri Jan 03 10:33:05 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","3752","Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 10:32:56 GMT 2025","passed","Fri Jan 03 10:32:59 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it to test if the button changes back to add to cart"
"","359","Attempt to delete a book with a non-existence ID","","Fri Jan 03 10:30:35 GMT 2025","failed","Fri Jan 03 10:30:36 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book with a non-existence ID"
"","1120","Verify filtering by Name (Z to A)","","Fri Jan 03 10:31:38 GMT 2025","passed","Fri Jan 03 10:31:39 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","425","Successfully delete a book by ID","","Fri Jan 03 10:30:35 GMT 2025","failed","Fri Jan 03 10:30:35 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","4391","User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 10:31:26 GMT 2025","passed","Fri Jan 03 10:31:30 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","User should be able to log in using valid credentials and add an item to the cart"
"","137","Valid login with user credentials","","Fri Jan 03 10:30:24 GMT 2025","passed","Fri Jan 03 10:30:25 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
