"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3814","A009-Verify filtering by Name (A to Z)","","Fri Jan 03 17:29:10 GMT 2025","passed","Fri Jan 03 17:29:14 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A009-Verify filtering by Name (A to Z)"
"","497","A038-User retrieves a non-existent book","","Fri Jan 03 17:28:17 GMT 2025","failed","Fri Jan 03 17:28:18 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","236","A034-Retrieve a list of books as an admin","","Fri Jan 03 17:28:12 GMT 2025","passed","Fri Jan 03 17:28:12 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","4390","A017-Add item to cart and verify in cart page","","Fri Jan 03 17:28:31 GMT 2025","passed","Fri Jan 03 17:28:35 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","493","A027-Admin successfully adds a new book","","Fri Jan 03 17:27:59 GMT 2025","failed","Fri Jan 03 17:28:00 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","173","A033-Retrieve a list of books as a user","","Fri Jan 03 17:28:12 GMT 2025","passed","Fri Jan 03 17:28:12 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","1064","Verify filtering by Price (High to Low)","","Fri Jan 03 17:29:16 GMT 2025","passed","Fri Jan 03 17:29:18 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","4567","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 17:30:21 GMT 2025","passed","Fri Jan 03 17:30:26 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","343","Valid login with user credentials","","Fri Jan 03 17:27:53 GMT 2025","passed","Fri Jan 03 17:27:53 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","311","A032-Insert Empty value for id","","Fri Jan 03 17:30:56 GMT 2025","failed","Fri Jan 03 17:30:57 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","1371","A026-  Verify filtering by Price (High to Low)","","Fri Jan 03 17:29:28 GMT 2025","failed","Fri Jan 03 17:29:29 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A026-  Verify filtering by Price (High to Low)"
"","4319","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 17:31:05 GMT 2025","passed","Fri Jan 03 17:31:10 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","323","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 17:31:01 GMT 2025","failed","Fri Jan 03 17:31:01 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","4560","A013-user should be able to login using Valid Credentials","","Fri Jan 03 17:28:49 GMT 2025","passed","Fri Jan 03 17:28:54 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","3603","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 17:31:14 GMT 2025","passed","Fri Jan 03 17:31:17 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","428","A042-Successfully delete a book by ID","","Fri Jan 03 17:28:06 GMT 2025","failed","Fri Jan 03 17:28:06 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","4006","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 17:31:28 GMT 2025","passed","Fri Jan 03 17:31:32 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","5424","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process.","","Fri Jan 03 17:29:34 GMT 2025","passed","Fri Jan 03 17:29:39 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process."
"","1223","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 17:29:27 GMT 2025","failed","Fri Jan 03 17:29:28 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","3757","A001-user should be able to login using Valid Credentials","","Fri Jan 03 17:30:14 GMT 2025","passed","Fri Jan 03 17:30:17 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","1031","Verify filtering by Price (Low to High)","","Fri Jan 03 17:29:15 GMT 2025","passed","Fri Jan 03 17:29:16 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","196","A037-Admin retrieves a non-existent book","","Fri Jan 03 17:28:17 GMT 2025","passed","Fri Jan 03 17:28:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A037-Admin retrieves a non-existent book"
"","369","A041-Updating book with missing values","","Fri Jan 03 17:31:23 GMT 2025","failed","Fri Jan 03 17:31:23 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","335","A035-Admin retrieves a book by ID","","Fri Jan 03 17:28:16 GMT 2025","failed","Fri Jan 03 17:28:16 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
"","1123","Verify filtering by Name (Z to A)","","Fri Jan 03 17:29:14 GMT 2025","passed","Fri Jan 03 17:29:15 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","4443","A008-user should be able to login using Valid Credentials","","Fri Jan 03 17:29:57 GMT 2025","passed","Fri Jan 03 17:30:01 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","4185","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page","","Fri Jan 03 17:30:40 GMT 2025","passed","Fri Jan 03 17:30:44 GMT 2025","","Navigates to the item details page","Navigates to the item details page","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page"
"","439","A036-User retrieves a book by ID","","Fri Jan 03 17:28:16 GMT 2025","failed","Fri Jan 03 17:28:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","4442","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 17:28:58 GMT 2025","passed","Fri Jan 03 17:29:02 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","4286","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 17:30:05 GMT 2025","passed","Fri Jan 03 17:30:09 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","1434","A019-Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 17:31:17 GMT 2025","passed","Fri Jan 03 17:31:19 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A019-Add item to cart and then remove it to test if the item is removed from cart"
"","5561","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 17:28:39 GMT 2025","passed","Fri Jan 03 17:28:45 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","240","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 17:29:06 GMT 2025","passed","Fri Jan 03 17:29:06 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
"","369","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 17:28:06 GMT 2025","failed","Fri Jan 03 17:28:07 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","545","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 17:28:07 GMT 2025","failed","Fri Jan 03 17:28:07 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","5514","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,","","Fri Jan 03 17:30:30 GMT 2025","passed","Fri Jan 03 17:30:36 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,"
"","83","A040-User is not authenticated when updating a book","","Fri Jan 03 17:31:23 GMT 2025","passed","Fri Jan 03 17:31:23 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
