"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4187","User should be able to add and remove a specific item from the cart","","Fri Jan 03 08:44:36 GMT 2025","passed","Fri Jan 03 08:44:40 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","335","Successfully delete a book by ID","","Fri Jan 03 08:43:05 GMT 2025","broken","Fri Jan 03 08:43:05 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","4290","Add item to cart and then remove it","","Fri Jan 03 08:45:25 GMT 2025","passed","Fri Jan 03 08:45:29 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it"
"","4013","Verify that clicking on an item navigates to the item detail page","","Fri Jan 03 08:44:52 GMT 2025","passed","Fri Jan 03 08:44:56 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify that clicking on an item navigates to the item detail page"
"","247","Admin retrieves a non-existent book","","Fri Jan 03 08:43:15 GMT 2025","passed","Fri Jan 03 08:43:16 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a non-existent book"
"","344","Updating book with missing values","","Fri Jan 03 08:45:34 GMT 2025","failed","Fri Jan 03 08:45:34 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","5415","User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 08:43:37 GMT 2025","passed","Fri Jan 03 08:43:43 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","159","Retrieve a list of books as an admin","","Fri Jan 03 08:43:10 GMT 2025","passed","Fri Jan 03 08:43:11 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as an admin"
"","483","Attempt to delete a book without proper authorization","","Fri Jan 03 08:43:06 GMT 2025","broken","Fri Jan 03 08:43:06 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","317","Insert Empty value for id","","Fri Jan 03 08:45:08 GMT 2025","failed","Fri Jan 03 08:45:08 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","242","Invalid login with admin credentials","","Fri Jan 03 08:42:53 GMT 2025","passed","Fri Jan 03 08:42:54 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
