"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","240","Adding book with invalid data","","Fri Jan 03 16:19:24 GMT 2025","passed","Fri Jan 03 16:19:24 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","4371","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 16:20:45 GMT 2025","passed","Fri Jan 03 16:20:49 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","4564","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 16:20:02 GMT 2025","passed","Fri Jan 03 16:20:06 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","5497","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 16:18:21 GMT 2025","passed","Fri Jan 03 16:18:26 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","403","A032-Insert Empty value for id","","Fri Jan 03 16:20:36 GMT 2025","failed","Fri Jan 03 16:20:36 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","3618","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 16:19:02 GMT 2025","passed","Fri Jan 03 16:19:06 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","407","A042-Successfully delete a book by ID","","Fri Jan 03 16:17:46 GMT 2025","failed","Fri Jan 03 16:17:46 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","350","A038-User retrieves a non-existent book","","Fri Jan 03 16:17:58 GMT 2025","failed","Fri Jan 03 16:17:59 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","1278","A024 - Verify filtering by Name (Z to A)","","Fri Jan 03 16:19:06 GMT 2025","failed","Fri Jan 03 16:19:07 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A024 - Verify filtering by Name (Z to A)"
"","289","Valid login with user credentials","","Fri Jan 03 16:17:35 GMT 2025","passed","Fri Jan 03 16:17:35 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","412","A041-Updating book with missing values","","Fri Jan 03 16:21:02 GMT 2025","failed","Fri Jan 03 16:21:03 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
