"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","427","A038-User retrieves a non-existent book","","Fri Jan 03 16:33:17 GMT 2025","failed","Fri Jan 03 16:33:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","183","A034-Retrieve a list of books as an admin","","Fri Jan 03 16:33:11 GMT 2025","passed","Fri Jan 03 16:33:11 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","4560","A013-user should be able to login using Valid Credentials","","Fri Jan 03 16:33:49 GMT 2025","passed","Fri Jan 03 16:33:54 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","5011","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 16:33:21 GMT 2025","passed","Fri Jan 03 16:33:26 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","4403","A008-user should be able to login using Valid Credentials","","Fri Jan 03 16:34:57 GMT 2025","passed","Fri Jan 03 16:35:02 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","444","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 16:33:05 GMT 2025","failed","Fri Jan 03 16:33:05 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","262","Invalid login with admin credentials","","Fri Jan 03 16:32:53 GMT 2025","passed","Fri Jan 03 16:32:53 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","341","A030-User Adding book with missing data","","Fri Jan 03 16:32:59 GMT 2025","failed","Fri Jan 03 16:32:59 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A030-User Adding book with missing data"
"","358","A032-Insert Empty value for id","","Fri Jan 03 16:35:57 GMT 2025","failed","Fri Jan 03 16:35:58 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","5520","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,","","Fri Jan 03 16:35:31 GMT 2025","passed","Fri Jan 03 16:35:37 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,"
"","1360","A026-  Verify filtering by Price (High to Low)","","Fri Jan 03 16:34:28 GMT 2025","failed","Fri Jan 03 16:34:30 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A026-  Verify filtering by Price (High to Low)"
"","370","Valid login with user credentials","","Fri Jan 03 16:32:52 GMT 2025","passed","Fri Jan 03 16:32:53 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","1282","A024 - Verify filtering by Name (Z to A)","","Fri Jan 03 16:34:26 GMT 2025","failed","Fri Jan 03 16:34:27 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A024 - Verify filtering by Name (Z to A)"
"","415","A035-Admin retrieves a book by ID","","Fri Jan 03 16:33:16 GMT 2025","failed","Fri Jan 03 16:33:16 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
